id,track_name,track_explicit,track_popularity,album_name,album_release_date,album_release_date_precision,artist_name,audio_avg_pitches,audio_avg_timbre,audio_acousticness,audio_danceability,audio_duration_ms,audio_energy,audio_instrumentalness,audio_key_1,audio_liveness,audio_loudness,audio_mode_1,audio_speechiness,audio_tempo,audio_time_signature,audio_valence,track_uri,track_genre
4oiPC90DjIQXXgMMgbHK4G,Free,False,0,Donavon Frankenreiter,2004-01-01,day,Donavon Frankenreiter,"[0.3867181467181471, 0.24031660231660248, 0.24690926640926653, 0.18698648648648675, 0.3684478764478763, 0.26266795366795365, 0.2565926640926641, 0.3979710424710427, 0.1739054054054055, 0.2862471042471039, 0.1997799227799229, 0.2422606177606181]","[48.41603667953662, 22.16948648648649, -31.26212355212353, -12.568310810810813, 17.567604247104228, -10.652754826254824, -11.457942084942077, -7.487175675675674, -8.397698841698842, -1.0623822393822389, -16.707542471042462, -8.226845559845563]",0.112,0.793,148600,0.464,0,5,0.109,-6.624,1,0.0386,124.997,4,0.851,spotify:track:4oiPC90DjIQXXgMMgbHK4G,acoustic
4Mf6w0cowyBNcu2aoVC9GX,Never Let You Go,False,0,My Worlds (International Version),2010-01-01,day,Justin Bieber,"[0.6659689839572185, 0.45128128342246054, 0.3936973262032091, 0.2862139037433158, 0.4225850267379678, 0.5229582887700533, 0.4115080213903744, 0.43720962566844873, 0.26502032085561467, 0.30898395721925154, 0.3145689839572189, 0.4283326203208557]","[50.63582459893044, 52.55613155080213, 13.592909090909105, -6.066936898395723, 7.876933689839578, -21.222146524064183, 10.434290909090912, 2.6543828877005327, -0.9707957219251332, 2.2835272727272744, -9.909754010695188, -6.273008556149725]",0.00205,0.66,264400,0.802,0,0,0.399,-4.856,1,0.0373,103.164,4,0.62,spotify:track:4Mf6w0cowyBNcu2aoVC9GX,acoustic
00o6POeoYnf971C6EZ8Fil,First Day Of My Life,False,0,I'm Wide Awake It's Morning,2005-01-25,day,Bright Eyes,"[0.24902261712439416, 0.4266025848142165, 0.1502294022617124, 0.23090306946688186, 0.352117932148627, 0.17145234248788388, 0.32749919224555724, 0.21412277867528257, 0.30243295638126005, 0.24160743134087234, 0.181681744749596, 0.34080775444264966]","[37.52860420032311, -42.17161227786754, -36.24614539579966, -16.301854604200344, 21.48446365105009, -14.370205169628441, -18.79402746365106, -10.6585379644588, -5.54251050080776, -2.371644588045234, -12.280999999999992, 3.659492730210016]",0.904,0.567,183356,0.203,4.68e-05,1,0.113,-16.735,0,0.0365,93.8,4,0.4,spotify:track:00o6POeoYnf971C6EZ8Fil,acoustic
38YgZVHPWOWsKrsCXz6JyP,Come On Get Higher,False,69,Some Mad Hope,2007-01-01,day,Matt Nathanson,"[0.33500000000000013, 0.49243511450381683, 0.36575190839694627, 0.21293511450381686, 0.4030178117048345, 0.17448600508905837, 0.22812340966921146, 0.1705636132315522, 0.2378142493638678, 0.49505216284987263, 0.25053435114503775, 0.31265139949109433]","[49.45781933842242, 35.07500254452926, -16.152828244274815, -10.263543256997457, 23.16659669211196, -24.63517048346055, -6.86712849872774, -10.58095801526718, -2.2641857506361323, 1.0457888040712466, -10.430068702290065, 1.9233829516539438]",0.241,0.672,215173,0.623,0,9,0.0848,-5.699,1,0.0297,92.018,4,0.617,spotify:track:38YgZVHPWOWsKrsCXz6JyP,acoustic
3GKZKaNY0Stt4swaxz83E5,I Was Made for Loving You,False,0,Sunday Hangover,2009-12-15,day,Sue Ellen,"[0.18259166666666665, 0.37000833333333316, 0.08164374999999999, 0.24214583333333367, 0.10866666666666686, 0.45910833333333323, 0.2506541666666669, 0.06543333333333326, 0.1954625, 0.13343125000000008, 0.4883999999999996, 0.14971250000000016]","[37.25520208333334, -43.24046875000002, -46.09717500000003, -44.90474166666662, 21.025018750000015, -16.90327083333332, -22.278204166666672, -0.6052249999999997, -1.4954874999999967, -4.343845833333335, -10.594443750000007, 0.3526729166666668]",0.902,0.527,200267,0.0684,0,10,0.139,-15.046,0,0.0333,101.87,4,0.0634,spotify:track:3GKZKaNY0Stt4swaxz83E5,acoustic
5ydPIlHBSV0w2Mo2ichlmR,If You're Not The One,False,0,I Am Sad,2010-01-01,day,Daniel Bedingfield,"[0.42376982378854633, 0.3462874449339208, 0.33870264317180626, 0.4179768722466961, 0.23571475770925102, 0.4009041850220267, 0.18538986784140982, 0.2608997797356829, 0.172172907488987, 0.22593612334801758, 0.39693281938325964, 0.20738325991189405]","[43.91812995594705, -9.51884801762115, -3.4065903083700464, -15.970799559471395, 28.430910792951586, -20.549061674008804, -9.059844713656405, -0.8581167400880966, -4.723276431718065, -2.3118403083700443, -8.75444273127753, -3.312344713656389]",0.566,0.681,257333,0.5,0,10,0.112,-8.854,1,0.0294,119.993,4,0.306,spotify:track:5ydPIlHBSV0w2Mo2ichlmR,acoustic
6J7cSyvSCnPwv3vqHchEfL,If It Means a Lot to You,False,0,Homesick,2009,year,A Day To Remember,"[0.33926419753086423, 0.19483580246913593, 0.3810234567901232, 0.24541234567901243, 0.16873086419753108, 0.4517432098765431, 0.22272716049382718, 0.42572469135802515, 0.20113950617283946, 0.33610123456790103, 0.6371901234567904, 0.18762839506172851]","[47.906398765432094, 50.280004938271546, 31.00208641975311, -2.334049382716049, 23.549204938271597, -23.942890123456802, 7.421459259259256, -3.724914814814823, -13.327102469135804, -2.092382716049384, -6.571901234567905, 4.155762962962959]",0.112,0.584,243227,0.536,0,10,0.456,-8.158,1,0.0279,126.996,4,0.44,spotify:track:6J7cSyvSCnPwv3vqHchEfL,acoustic
2ihCaVdNZmnHZWt0fvAM7B,Little Talks,False,78,My Head Is An Animal,2012-01-01,day,Of Monsters and Men,"[0.3327679900744418, 0.6194937965260555, 0.26674937965260515, 0.2820732009925559, 0.2501513647642678, 0.4031352357320094, 0.33333498759305175, 0.2309900744416875, 0.38038585607940434, 0.20654962779156308, 0.38249255583126535, 0.19615508684863506]","[49.95847642679903, 51.53975186104212, 21.628477667493755, -13.731215880893304, 15.396895781637719, -23.719387096774216, -2.309610421836228, 2.0435161290322585, -7.263085607940445, -1.2598995037220826, -9.808488833746889, -5.60043424317618]",0.0206,0.457,266600,0.757,0,1,0.146,-5.177,1,0.032,102.961,4,0.417,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,acoustic
60VMAtQ7lv05jq5M476S1p,Ghosts That We Knew,False,0,Babel (Deluxe Version),2012-09-21,day,Mumford & Sons,"[0.5822663092046474, 0.21558355674709548, 0.15126630920464706, 0.11646112600536203, 0.2593735478105449, 0.21421268990169784, 0.18035120643431635, 0.36564700625558594, 0.24165326184092967, 0.3612529043789091, 0.18120285969615732, 0.25018588025022337]","[38.79823860589815, -25.405296693476327, -25.505164432529067, -18.468259159964266, 6.1499463806970605, -21.77711081322607, -1.5555710455764105, -0.9786336014298458, 0.6118793565683649, 2.457050044682752, -10.829733690795345, -1.7960536193029488]",0.532,0.366,339720,0.301,0.00479,0,0.112,-11.643,1,0.0417,159.101,4,0.0668,spotify:track:60VMAtQ7lv05jq5M476S1p,acoustic
70zapGEw5KQiHBhjNcGjzo,Little Hell,False,0,Little Hell,2011-06-07,day,City and Colour,"[0.3992012422360249, 0.233735403726708, 0.3316347826086955, 0.17323229813664592, 0.20853167701863365, 0.4911043478260868, 0.21726335403726715, 0.20156149068322995, 0.13706832298136656, 0.2676409937888199, 0.31448695652173925, 0.17512422360248475]","[44.361355279503144, 65.9378621118012, -23.317306832298147, -19.195028571428576, 34.86498757763969, -29.225683229813665, -4.906419875776397, -2.983884472049682, -12.448228571428583, -2.0600720496894396, -9.449245962732912, 2.0571751552795035]",0.112,0.304,281680,0.415,0,5,0.107,-10.132,1,0.0303,50.593,4,0.186,spotify:track:70zapGEw5KQiHBhjNcGjzo,acoustic
2mKsPUojh602HvSeNt04CB,"No Woman, No Cry - Live At The Lyceum, London/1975",False,0,Live!,1975-01-01,day,Bob Marley & The Wailers,"[0.4907394270122794, 0.5139065484311046, 0.22523260572987766, 0.24866098226466535, 0.278974079126876, 0.4563253751705315, 0.37843724420191016, 0.37230695770804845, 0.4931261937244196, 0.2699597544338336, 0.3113465211459756, 0.25304092769440645]","[45.74701841746246, -14.438064802182819, 5.704907230559342, 1.745298772169168, 27.687912687585225, -21.429192360163704, 20.71164665757163, 3.353292633015006, -9.898414733969988, -7.90076261937245, -10.023098226466573, 1.4611603001364255]",0.249,0.649,427800,0.673,0.0351,1,0.726,-9.35,1,0.0638,78.535,4,0.587,spotify:track:2mKsPUojh602HvSeNt04CB,acoustic
6N001s7hglDhXJyjeXeg4F,Why Am I Crying,False,31,Why am I Crying,2012-02-24,day,Molly Sandén,"[0.4603970345963758, 0.42492915980230667, 0.19853871499176284, 0.38639209225700144, 0.29754859967051045, 0.43188138385502467, 0.24022075782537053, 0.32008072487644185, 0.4561746293245466, 0.1678105436573312, 0.26706095551894565, 0.18236243822075768]","[41.52437067545303, 18.673286655683683, 18.534912685337726, -10.305594728171329, 26.943499176276806, -14.154441515650749, -1.6130939044481167, 2.895298187808898, -7.040586490939052, -6.191146622734765, -11.249046128500826, -1.662087314662273]",0.269,0.61,181853,0.346,2.55e-05,8,0.163,-8.723,1,0.0337,138.331,4,0.198,spotify:track:6N001s7hglDhXJyjeXeg4F,acoustic
1mgrAR1eIxghtjZUP9uBIh,Born This Way,False,19,Born This Way,2011-01-01,day,Ulrik Munther,"[0.32488794326241144, 0.31123546099290783, 0.6545773049645387, 0.2329503546099295, 0.26437163120567386, 0.20577588652482295, 0.26223971631205656, 0.4169872340425536, 0.1681106382978724, 0.355153191489362, 0.13977163120567365, 0.1738170212765959]","[48.79249645390076, 54.70345673758868, 33.24102836879432, 0.3227177304964541, 35.831448226950315, 4.0779007092198585, -7.414747517730496, 0.8110255319148922, -15.481339007092203, 5.88986524822695, -17.700153191489356, -4.7948765957446815]",0.608,0.539,211453,0.41,0,7,0.243,-6.055,1,0.0475,199.774,4,0.837,spotify:track:1mgrAR1eIxghtjZUP9uBIh,acoustic
3dTGR2oQA1XaC850o5oPdK,Hotel California,False,0,Hell Freezes Over,1994-01-01,day,Eagles,"[0.3027032819825858, 0.4195740120562633, 0.34586604152712674, 0.19380040187541878, 0.4495324849296717, 0.3444085733422638, 0.43652779638312206, 0.28666108506363003, 0.17894574681848646, 0.27850636302746135, 0.1946423308774279, 0.31120093770931023]","[43.37389886135291, 21.416900200937736, 3.9586075016744835, 6.214016744809113, 25.793003348961854, -21.778787675820507, -11.396117213663743, -4.132471533824516, -3.91989886135297, 2.4439283322170122, -8.285582049564649, 0.804421969189551]",0.397,0.667,432067,0.496,0.000107,2,0.968,-10.753,1,0.0613,74.945,4,0.595,spotify:track:3dTGR2oQA1XaC850o5oPdK,acoustic
1edPtZh5Mik6ULPiiJIAIB,I Want You Back,False,34,"Tyler Ward Covers, Vol. 5",2013-07-19,day,Tyler Ward,"[0.2929688888888886, 0.6085711111111112, 0.21227555555555563, 0.2749711111111111, 0.18726888888888865, 0.41743333333333327, 0.35451333333333335, 0.2148399999999999, 0.5259599999999999, 0.20303555555555552, 0.2672711111111114, 0.17815111111111118]","[51.4284688888889, 42.30210222222224, 7.268011111111112, -19.583526666666657, 19.05440888888889, -7.275737777777778, -4.87005333333333, -3.6615088888888923, -7.866635555555558, 3.460417777777779, -14.360359999999991, 0.25527777777778043]",0.46,0.5,130579,0.502,0,1,0.291,-5.081,1,0.0364,95.405,4,0.885,spotify:track:1edPtZh5Mik6ULPiiJIAIB,acoustic
4VJgrWjrkodaGiq3xKz62z,Sometimes (I Wish),False,37,Sometimes,2005-10-04,day,City and Colour,"[0.45109625126646413, 0.5869736575481257, 0.20940222897669725, 0.12156332320162129, 0.09024924012158052, 0.36425025329280675, 0.13487234042553187, 0.19661600810536986, 0.28504457953394113, 0.185594731509625, 0.43580749746707204, 0.2430536980749748]","[48.186724417426575, 54.32988652482272, 11.791505572441734, -12.762604863221883, 33.819144883485365, -23.41179635258362, 1.082840932117526, -9.509870314083088, -16.617437689969616, -6.655470111448828, -7.119042553191482, 6.51541843971631]",0.311,0.523,360880,0.467,2.01e-05,5,0.34,-7.713,0,0.0281,129.953,4,0.135,spotify:track:4VJgrWjrkodaGiq3xKz62z,acoustic
3ZffCQKLFLUvYM59XKLbVm,Wake Me up When September Ends,False,74,American Idiot,2004-09-21,day,Green Day,"[0.3950569306930697, 0.3243551980198019, 0.4418452970297024, 0.18740346534653468, 0.2523576732673267, 0.17759158415841594, 0.34924999999999995, 0.6240049504950494, 0.2550470297029702, 0.3134282178217819, 0.22429579207920777, 0.36628836633663403]","[49.65239356435639, 35.56759405940603, 6.9167908415841595, -14.7317896039604, 22.493165841584144, -30.431594059405914, -6.855738861386128, -2.9239467821782217, -3.2393861386138556, -0.24977475247524764, -5.830285891089104, -2.1294851485148514]",0.023,0.546,285653,0.814,0,7,0.0972,-5.146,1,0.0314,104.98,4,0.146,spotify:track:3ZffCQKLFLUvYM59XKLbVm,acoustic
1MUQ6LtYIw6sSGQJEoIi2X,Roll Away Your Stone,False,0,Sigh No More,2009,year,Mumford & Sons,"[0.4426818181818185, 0.41047357293868925, 0.22785517970401686, 0.3202716701902745, 0.6725359408033823, 0.29655179704016893, 0.25888689217758976, 0.18650845665961951, 0.33955708245243144, 0.26318076109936583, 0.24457928118393243, 0.5246490486257929]","[45.05641226215641, 35.260059196617355, -23.74106765327693, -9.961178646934469, 20.43034143763213, -19.35771458773782, 0.6175190274841428, -4.637270613107822, -5.730748414376319, -0.42252219873150254, -10.32371247357294, 2.412147991543331]",0.0534,0.437,261480,0.547,5.57e-05,4,0.0843,-8.956,1,0.0458,137.49,4,0.181,spotify:track:1MUQ6LtYIw6sSGQJEoIi2X,acoustic
0KpfYajJVVGgQ32Dby7e9i,"Hey, Soul Sister",False,0,"Hey, Soul Sister",2009-08-06,day,Train,"[0.45682539682539675, 0.5984493284493285, 0.2861721611721612, 0.3807802197802198, 0.6042869352869356, 0.33034554334554384, 0.4259365079365084, 0.27999755799755816, 0.3516288156288155, 0.2952576312576314, 0.24545177045177025, 0.4444615384615382]","[52.15183028083024, 45.39641269841271, 18.26325885225885, -0.7983760683760659, 21.670406593406632, -17.89822344322344, -13.125589743589726, 0.1414236874236878, -17.952279609279604, -6.144793650793655, -4.049181929181931, 3.5345433455433435]",0.217,0.675,216667,0.885,0,1,0.086,-4.432,0,0.0436,97.03,4,0.768,spotify:track:0KpfYajJVVGgQ32Dby7e9i,acoustic
7bcHBD27hxkK5aSXjWOysM,When I Held Ya,False,43,Different Path,2012-01-01,day,Moa Lignell,"[0.2635737931034484, 0.4166524137931036, 0.20398206896551715, 0.41380137931034533, 0.4244013793103444, 0.2557475862068964, 0.409300689655173, 0.1961682758620687, 0.33998620689655157, 0.157761379310345, 0.2418786206896554, 0.4714400000000003]","[49.891962758620686, 57.12318344827586, 27.96971586206896, -7.7752537931034436, 13.625486896551731, -20.69129379310345, 6.398622068965516, -0.7040620689655175, -14.628169655172423, -6.415686896551729, -7.521492413793108, 2.4659558620689657]",0.0289,0.425,209280,0.645,0,11,0.145,-6.108,1,0.0372,153.939,4,0.418,spotify:track:7bcHBD27hxkK5aSXjWOysM,acoustic
3fCJRE4P1uU8dcqEW5mnM6,Staple It Together,False,49,In Between Dreams,2005-01-01,day,Jack Johnson,"[0.6202507492507484, 0.5887982017982025, 0.3956433566433571, 0.2714785214785215, 0.28590809190809163, 0.19205494505494528, 0.2314005994005991, 0.2812207792207791, 0.332661338661339, 0.39822577422577454, 0.2848741258741257, 0.18497602397602353]","[47.06200599400596, 53.84501898101901, -55.99483816183816, 19.226439560439545, 17.63666633366632, -10.075513486513481, -14.173234765234765, 7.989759240759241, -22.603715284715303, -0.6279950049950057, -11.403581418581437, -6.29936163836164]",0.00644,0.816,196147,0.794,0.00668,7,0.0791,-6.095,1,0.0486,94.023,4,0.786,spotify:track:3fCJRE4P1uU8dcqEW5mnM6,acoustic
4Y1ZvAbetcpZsmedL9uhmR,"Next To Me - Live From Spotify NYC, USA/2012",False,33,"Spotify Sessions - Live From Spotify NYC, USA/2012",2012-01-01,day,Emeli Sandé,"[0.5362621359223301, 0.19607905686546462, 0.19379195561719836, 0.1593509015256588, 0.3349042995839114, 0.1867988904299583, 0.2316130374479888, 0.42982246879334274, 0.2412482662968101, 0.44719001386962476, 0.20395423023578374, 0.2744479889042993]","[45.56050762829399, 5.436319001386957, -24.055155339805786, -21.963927877947334, 42.028317614424424, -13.40638696255201, -11.444843273231621, 3.0198737864077665, -0.917600554785023, -0.5686490984743393, -13.057472954230233, 3.3718723994452118]",0.8,0.477,220792,0.397,0,7,0.104,-7.939,1,0.0734,92.401,4,0.294,spotify:track:4Y1ZvAbetcpZsmedL9uhmR,acoustic
78wvHiOarfOut310PnUnIr,Skinny Love,False,28,Skinny Love,2011-04-28,day,Gavin Mikhail,"[0.18809183673469385, 0.2052585034013606, 0.12574319727891164, 0.28108843537415, 0.2614846938775509, 0.16018537414965975, 0.42672278911564626, 0.14328571428571427, 0.26815986394557806, 0.1420952380952381, 0.26966836734693894, 0.7206581632653062]","[41.86991496598641, -40.47199149659866, -0.24575510204081666, -12.025226190476188, 39.845020408163236, -12.029736394557828, -16.921061224489808, -2.388539115646259, -6.328282312925169, -7.240981292517002, -12.013403061224478, 1.9859761904761872]",0.914,0.479,238505,0.305,0,11,0.148,-9.328,1,0.0509,140.086,4,0.0953,spotify:track:78wvHiOarfOut310PnUnIr,acoustic
3Syg4GwsW6yFeTbZUqWvYS,Anna Sun - Live From Spotify NYC,False,32,Spotify Sessions,2012-06-19,day,WALK THE MOON,"[0.3874542772861358, 0.35450442477876076, 0.3611366764995081, 0.30330481809242915, 0.23096656833824966, 0.40556735496558494, 0.3267767944936087, 0.5361494591937069, 0.5011248770894792, 0.5603785644051132, 0.5732035398230083, 0.2742143559488692]","[44.04525565388393, 34.07966371681416, -19.57356833824978, -17.909979351032444, 41.92043067846605, -21.279942969518185, 2.1814267453294023, 6.510530973451324, -10.25576499508359, 5.71455260570304, -12.550254670599807, -2.707618485742379]",0.33,0.542,287040,0.656,0,10,0.667,-10.246,1,0.127,139.473,4,0.558,spotify:track:3Syg4GwsW6yFeTbZUqWvYS,acoustic
2wHkjpslGb2YOTlVYkmRiF,Man Down,False,27,Vol. 2,2012-11-20,day,Walk Off the Earth,"[0.5291933774834441, 0.4841655629139079, 0.2557748344370863, 0.3324900662251658, 0.21445298013245007, 0.3577072847682116, 0.36663576158940336, 0.3291046357615896, 0.5352582781456957, 0.32062649006622534, 0.4832344370860932, 0.24453642384105978]","[49.37727417218544, 30.53122913907286, -12.789384105960266, -6.6116927152317775, 6.506292715231783, -25.341154966887395, 1.540875496688741, 0.34123046357615927, -9.671854304635756, 2.933047682119207, -10.30554569536425, 2.3525192052980137]",0.035,0.604,181750,0.764,3.03e-05,10,0.149,-7.175,0,0.0468,155.968,4,0.773,spotify:track:2wHkjpslGb2YOTlVYkmRiF,acoustic
1uXHWnZ85lhAf19DRzU3Oz,Walking Aimlessly,False,0,The Night Visitor,2011-10-28,day,Anna Ternheim,"[0.23987740384615389, 0.5439399038461534, 0.2573557692307694, 0.15348677884615408, 0.397032451923077, 0.19307932692307678, 0.36798317307692285, 0.1529879807692308, 0.2420600961538462, 0.4090288461538461, 0.1714471153846157, 0.2290060096153844]","[41.47187860576923, -32.5377956730769, -14.16410937499998, -16.604504807692294, 13.424242788461534, -26.461245192307707, 0.33485456730769225, -1.2994483173076918, -4.0048906249999945, 0.04266346153846109, -6.123033653846152, 7.485204326923077]",0.78,0.541,231480,0.302,0.0262,6,0.114,-12.793,0,0.0282,101.016,4,0.344,spotify:track:1uXHWnZ85lhAf19DRzU3Oz,acoustic
2jdAk8ATWIL3dwT47XpRfu,Slow Dancing in a Burning Room,False,72,Continuum,2006-09-11,day,John Mayer,"[0.22839568345323746, 0.5848776978417263, 0.1808388489208635, 0.1870115107913668, 0.41726474820143883, 0.15243021582733837, 0.23091079136690656, 0.1506100719424461, 0.28170503597122315, 0.2282676258992806, 0.1444043165467629, 0.2719769784172663]","[45.507148201438866, -13.884988489208624, -14.702051798561156, -18.121817266187055, 5.972712230215825, -13.03954820143886, -6.89379136690648, -5.6989482014388475, -1.7280546762589926, -2.9950258992805745, -11.567181294964021, -3.143608633093528]",0.575,0.667,242000,0.361,0.00506,1,0.0805,-8.69,0,0.0273,134.018,5,0.29,spotify:track:2jdAk8ATWIL3dwT47XpRfu,acoustic
6oeuEHxwfbqu5xIJrcbPzN,Perth,False,0,Bon Iver,2011-05-21,day,Bon Iver,"[0.5456416558861574, 0.3508512289780076, 0.42342561448900373, 0.57290297542044, 0.3302587322121608, 0.2878150064683054, 0.22233117723156537, 0.31192626131953466, 0.38426908150064676, 0.22870245795601568, 0.494156532988357, 0.24783441138421755]","[37.93612807244501, -56.27066623544633, 3.2435135834411377, -17.703403622250942, 22.282478654592502, -29.41649935316947, -8.711205692108669, 1.0667063389391993, -5.057509702457962, -4.53185510996119, -1.9444230271668808, 3.932445019404918]",0.86,0.491,262080,0.457,0.444,0,0.307,-14.473,0,0.0456,120.019,4,0.0806,spotify:track:6oeuEHxwfbqu5xIJrcbPzN,acoustic
